"Host","Parasitoid","Temp","Rep","Individuals","HPD","Ptoid"
"PSA","M",20,7,23,"H",
"PSA","M",20,7,24,"H",
"PSA","M",20,7,25,"H",
"PSA","M",20,7,26,"H",
"PSA","M",20,7,27,"H",
"PSA","M",20,7,28,"H",
"PSA","M",20,7,29,"H",
"PSA","M",20,7,30,"D",
"PSA","M",20,7,31,"D",
"PSA","M",20,7,32,"D",
"PSA","M",20,7,33,"D",
"PSA","M",20,7,34,"D",
"PSA","M",20,7,35,"D",
"PSA","M",20,7,36,"D",
"PSA","M",20,7,37,"D",
"PSA","M",20,7,38,"D",
"PSA","M",20,7,39,"D",
"PSA","M",20,7,40,"D",
"PSA","M",20,7,41,"D",
"PSA","M",20,7,42,"D",
"PSA","M",20,7,43,"D",
"PSA","M",20,7,44,"D",
"PSA","M",20,7,45,"D",
"PSA","M",20,7,46,"D",
"PSA","M",20,7,47,"D",
"PSA","M",20,7,48,"D",
"PSA","M",20,7,49,"D",
"PSA","M",20,7,50,"D",
"PSA","M",20,8,1,"H",
"PSA","M",20,8,2,"H",
"PSA","M",20,8,3,"H",
"PSA","M",20,8,4,"H",
"PSA","M",20,8,5,"H",
"PSA","M",20,8,6,"H",
"PSA","M",20,8,7,"H",
"PSA","M",20,8,8,"H",
"PSA","M",20,8,9,"H",
"PSA","M",20,8,10,"H",
"PSA","M",20,8,11,"H",
"PSA","M",20,8,12,"H",
"PSA","M",20,8,13,"H",
"PSA","M",20,8,14,"H",
"PSA","M",20,8,15,"H",
"PSA","M",20,8,16,"H",
"PSA","M",20,8,17,"H",
"PSA","M",20,8,18,"H",
"PSA","M",20,8,19,"H",
"PSA","M",20,8,20,"H",
"PSA","M",20,8,21,"H",
"PSA","M",20,8,22,"H",
"PSA","M",20,8,23,"H",
"PSA","M",20,8,24,"H",
"PSA","M",20,8,25,"H",
"PSA","M",20,8,26,"H",
"PSA","M",20,8,27,"H",
"PSA","M",20,8,28,"H",
"PSA","M",20,8,29,"H",
"PSA","M",20,8,30,"H",
"PSA","M",20,8,31,"H",
"PSA","M",20,8,32,"H",
"PSA","M",20,8,33,"H",
"PSA","M",20,8,34,"H",
"PSA","M",20,8,36,"P","MG"
"PSA","M",20,8,37,"P","MG"
"PSA","M",20,8,38,"P","MG"
"PSA","M",20,8,39,"P","MG"
"PSA","M",20,8,40,"D",
"PSA","M",20,8,41,"D",
"PSA","M",20,8,42,"D",
"PSA","M",20,8,43,"D",
"PSA","M",20,8,44,"D",
"PSA","M",20,8,45,"D",
"PSA","M",20,8,46,"D",
"PSA","M",20,8,47,"D",
"PSA","M",20,8,48,"D",
"PSA","M",20,8,49,"D",
"PSA","M",20,8,50,"D",
"PSA","M",20,9,1,"H",
"PSA","M",20,9,2,"H",
"PSA","M",20,9,3,"H",
"PSA","M",20,9,4,"H",
"PSA","M",20,9,5,"H",
"PSA","M",20,9,6,"H",
"PSA","M",20,9,7,"H",
"PSA","M",20,9,8,"H",
"PSA","M",20,9,9,"H",
"PSA","M",20,9,10,"H",
"PSA","M",20,9,11,"H",
"PSA","M",20,9,12,"H",
"PSA","M",20,9,13,"H",
"PSA","M",20,9,14,"H",
"PSA","M",20,9,15,"H",
"PSA","M",20,9,16,"H",
"PSA","M",20,9,17,"H",
"PSA","M",20,9,18,"H",
"PSA","M",20,9,19,"H",
"PSA","M",20,9,20,"H",
"PSA","M",20,9,21,"H",
"PSA","M",20,9,22,"H",
"PSA","M",20,9,23,"P","MG"
"PSA","M",20,9,24,"D",
"PSA","M",20,9,25,"D",
"PSA","M",20,9,26,"D",
"PSA","M",20,9,27,"D",
"PSA","M",20,9,28,"D",
"PSA","M",20,9,29,"D",
"PSA","M",20,9,30,"D",
"PSA","M",20,9,31,"D",
"PSA","M",20,9,32,"D",
"PSA","M",20,9,33,"D",
"PSA","M",20,9,34,"D",
"PSA","M",20,9,35,"D",
"PSA","M",20,9,36,"D",
"PSA","M",20,9,37,"D",
"PSA","M",20,9,38,"D",
"PSA","M",20,9,39,"D",
"PSA","M",20,9,40,"D",
"PSA","M",20,9,41,"D",
"PSA","M",20,9,42,"D",
"PSA","M",20,9,43,"D",
"PSA","M",20,9,44,"D",
"PSA","M",20,9,45,"D",
"PSA","M",20,9,46,"D",
"PSA","M",20,9,47,"D",
"PSA","M",20,9,48,"D",
"PSA","M",20,9,49,"D",
"PSA","M",20,9,50,"D",
"PSA","M",20,10,1,"H",
"PSA","M",20,10,2,"H",
"PSA","M",20,10,3,"H",
"PSA","M",20,10,4,"H",
"PSA","M",20,10,5,"H",
"PSA","M",20,10,6,"H",
"PSA","M",20,10,7,"H",
"PSA","M",20,10,8,"H",
"PSA","M",20,10,9,"H",
"PSA","M",20,10,10,"H",
"PSA","M",20,10,11,"H",
"PSA","M",20,10,12,"H",
"PSA","M",20,10,13,"H",
"PSA","M",20,10,14,"H",
"PSA","M",20,10,15,"H",
"PSA","M",20,10,16,"P","MG"
"PSA","M",20,10,17,"P","MG"
"PSA","M",20,10,18,"P","MG"
"PSA","M",20,10,19,"P","MG"
"PSA","M",20,10,20,"P","MG"
"PSA","M",20,10,21,"P","MG"
"PSA","M",20,10,22,"P","MG"
"PSA","M",20,10,23,"P","MG"
"PSA","M",20,10,24,"P","MG"
"PSA","M",20,10,25,"P","MG"
"PSA","M",20,10,26,"D",
"PSA","M",20,10,27,"D",
"PSA","M",20,10,28,"D",
"PSA","M",20,10,29,"D",
"PSA","M",20,10,30,"D",
"PSA","M",20,10,31,"D",
"PSA","M",20,10,32,"D",
"PSA","M",20,10,33,"D",
"PSA","M",20,10,34,"D",
"PSA","M",20,10,35,"D",
"PSA","M",20,10,36,"D",
"PSA","M",20,10,37,"D",
"PSA","M",20,10,38,"D",
"PSA","M",20,10,39,"D",
"PSA","M",20,10,40,"D",
"PSA","M",20,10,41,"D",
"PSA","M",20,10,42,"D",
"PSA","M",20,10,43,"D",
"PSA","M",20,10,44,"D",
"PSA","M",20,10,45,"D",
"PSA","M",20,10,46,"D",
"PSA","M",20,10,47,"D",
"PSA","M",20,10,48,"D",
"PSA","M",20,10,49,"D",
"PSA","M",20,10,50,"D",
"PSA","M",24,1,1,"H",
"PSA","M",24,1,2,"H",
"PSA","M",24,1,3,"H",
"PSA","M",24,1,4,"H",
"PSA","M",24,1,5,"H",
"PSA","M",24,1,6,"H",
"PSA","M",24,1,7,"H",
"PSA","M",24,1,8,"H",
"PSA","M",24,1,9,"H",
"PSA","M",24,1,10,"H",
"PSA","M",24,1,11,"H",
"PSA","M",24,1,12,"H",
"PSA","M",24,1,13,"H",
"PSA","M",24,1,14,"H",
"PSA","M",24,1,15,"H",
"PSA","M",24,1,16,"H",
"PSA","M",24,1,17,"H",
"PSA","M",24,1,18,"H",
"PSA","M",24,1,19,"H",
"PSA","M",24,1,20,"H",
"PSA","M",24,1,21,"H",
"PSA","M",24,1,22,"P","MG"
"PSA","M",24,1,23,"D",
"PSA","M",24,1,24,"D",
"PSA","M",24,1,25,"D",
"PSA","M",24,1,26,"D",
"PSA","M",24,1,27,"D",
"PSA","M",24,1,28,"D",
"PSA","M",24,1,29,"D",
"PSA","M",24,1,30,"D",
"PSA","M",24,1,31,"D",
"PSA","M",24,1,32,"D",
"PSA","M",24,1,33,"D",
"PSA","M",24,1,34,"D",
"PSA","M",24,1,35,"D",
"PSA","M",24,1,36,"D",
"PSA","M",24,1,37,"D",
"PSA","M",24,1,38,"D",
"PSA","M",24,1,39,"D",
"PSA","M",24,1,40,"D",
"PSA","M",24,1,41,"D",
"PSA","M",24,1,42,"D",
"PSA","M",24,1,43,"D",
"PSA","M",24,1,44,"D",
"PSA","M",24,1,45,"D",
"PSA","M",24,1,46,"D",
"PSA","M",24,1,47,"D",
"PSA","M",24,1,48,"D",
"PSA","M",24,1,49,"D",
"PSA","M",24,1,50,"D",
"PSA","M",24,2,1,"H",
"PSA","M",24,2,2,"H",
"PSA","M",24,2,3,"H",
"PSA","M",24,2,4,"H",
"PSA","M",24,2,5,"H",
"PSA","M",24,2,6,"H",
"PSA","M",24,2,7,"H",
"PSA","M",24,2,8,"H",
"PSA","M",24,2,9,"H",
"PSA","M",24,2,10,"H",
"PSA","M",24,2,11,"H",
"PSA","M",24,2,12,"H",
"PSA","M",24,2,13,"H",
"PSA","M",24,2,14,"D",
"PSA","M",24,2,15,"D",
"PSA","M",24,2,16,"D",
"PSA","M",24,2,17,"D",
"PSA","M",24,2,18,"D",
"PSA","M",24,2,19,"D",
"PSA","M",24,2,20,"D",
"PSA","M",24,2,21,"D",
"PSA","M",24,2,22,"D",
"PSA","M",24,2,23,"D",
"PSA","M",24,2,24,"D",
"PSA","M",24,2,25,"D",
"PSA","M",24,2,26,"D",
"PSA","M",24,2,27,"D",
"PSA","M",24,2,28,"D",
"PSA","M",24,2,29,"D",
"PSA","M",24,2,30,"D",
"PSA","M",24,2,31,"D",
"PSA","M",24,2,32,"D",
"PSA","M",24,2,33,"D",
"PSA","M",24,2,34,"D",
"PSA","M",24,2,35,"D",
"PSA","M",24,2,36,"D",
"PSA","M",24,2,37,"D",
"PSA","M",24,2,38,"D",
"PSA","M",24,2,39,"D",
"PSA","M",24,2,40,"D",
"PSA","M",24,2,41,"D",
"PSA","M",24,2,42,"D",
"PSA","M",24,2,43,"D",
"PSA","M",24,2,44,"D",
"PSA","M",24,2,45,"D",
"PSA","M",24,2,46,"D",
"PSA","M",24,2,47,"D",
"PSA","M",24,2,48,"D",
"PSA","M",24,2,49,"D",
"PSA","M",24,2,50,"D",
"PSA","M",24,3,1,"H",
"PSA","M",24,3,2,"D",
"PSA","M",24,3,3,"D",
"PSA","M",24,3,4,"D",
"PSA","M",24,3,5,"D",
"PSA","M",24,3,6,"D",
"PSA","M",24,3,7,"D",
"PSA","M",24,3,8,"D",
"PSA","M",24,3,9,"D",
"PSA","M",24,3,10,"D",
"PSA","M",24,3,11,"D",
"PSA","M",24,3,12,"D",
"PSA","M",24,3,13,"D",
"PSA","M",24,3,14,"D",
"PSA","M",24,3,15,"D",
"PSA","M",24,3,16,"D",
"PSA","M",24,3,17,"D",
"PSA","M",24,3,18,"D",
"PSA","M",24,3,19,"D",
"PSA","M",24,3,20,"D",
"PSA","M",24,3,21,"D",
"PSA","M",24,3,22,"D",
"PSA","M",24,3,23,"D",
"PSA","M",24,3,24,"D",
"PSA","M",24,3,25,"D",
"PSA","M",24,3,26,"D",
"PSA","M",24,3,27,"D",
"PSA","M",24,3,28,"D",
"PSA","M",24,3,29,"D",
"PSA","M",24,3,30,"D",
"PSA","M",24,3,31,"D",
"PSA","M",24,3,32,"D",
"PSA","M",24,3,33,"D",
"PSA","M",24,3,34,"D",
"PSA","M",24,3,35,"D",
"PSA","M",24,3,36,"D",
"PSA","M",24,3,37,"D",
"PSA","M",24,3,38,"D",
"PSA","M",24,3,39,"D",
"PSA","M",24,3,40,"D",
"PSA","M",24,3,41,"D",
"PSA","M",24,3,42,"D",
"PSA","M",24,3,43,"D",
"PSA","M",24,3,44,"D",
"PSA","M",24,3,45,"D",
"PSA","M",24,3,46,"D",
"PSA","M",24,3,47,"D",
"PSA","M",24,3,48,"D",
"PSA","M",24,3,49,"D",
"PSA","M",24,3,50,"D",
"PSA","M",24,4,1,"H",
"PSA","M",24,4,2,"H",
"PSA","M",24,4,3,"H",
"PSA","M",24,4,4,"H",
"PSA","M",24,4,5,"H",
"PSA","M",24,4,6,"H",
"PSA","M",24,4,7,"H",
"PSA","M",24,4,8,"H",
"PSA","M",24,4,9,"H",
"PSA","M",24,4,10,"H",
"PSA","M",24,4,11,"H",
"PSA","M",24,4,12,"H",
"PSA","M",24,4,13,"H",
"PSA","M",24,4,14,"H",
"PSA","M",24,4,15,"H",
"PSA","M",24,4,16,"H",
"PSA","M",24,4,17,"H",
"PSA","M",24,4,18,"H",
"PSA","M",24,4,19,"H",
"PSA","M",24,4,20,"H",
"PSA","M",24,4,21,"H",
"PSA","M",24,4,22,"H",
"PSA","M",24,4,23,"H",
"PSA","M",24,4,24,"H",
"PSA","M",24,4,25,"H",
"PSA","M",24,4,26,"P","MG"
"PSA","M",24,4,27,"D",
"PSA","M",24,4,28,"D",
"PSA","M",24,4,29,"D",
"PSA","M",24,4,30,"D",
"PSA","M",24,4,31,"D",
"PSA","M",24,4,32,"D",
"PSA","M",24,4,33,"D",
"PSA","M",24,4,34,"D",
"PSA","M",24,4,35,"D",
"PSA","M",24,4,36,"D",
"PSA","M",24,4,37,"D",
"PSA","M",24,4,38,"D",
"PSA","M",24,4,39,"D",
"PSA","M",24,4,40,"D",
"PSA","M",24,4,41,"D",
"PSA","M",24,4,42,"D",
"PSA","M",24,4,43,"D",
"PSA","M",24,4,44,"D",
"PSA","M",24,4,45,"D",
"PSA","M",24,4,46,"D",
"PSA","M",24,4,47,"D",
"PSA","M",24,4,48,"D",
"PSA","M",24,4,49,"D",
"PSA","M",24,4,50,"D",
"PSA","M",24,5,1,"H",
"PSA","M",24,5,2,"H",
"PSA","M",24,5,3,"H",
"PSA","M",24,5,4,"H",
"PSA","M",24,5,5,"H",
"PSA","M",24,5,6,"H",
"PSA","M",24,5,7,"H",
"PSA","M",24,5,8,"H",
"PSA","M",24,5,9,"H",
"PSA","M",24,5,10,"H",
"PSA","M",24,5,11,"H",
"PSA","M",24,5,12,"H",
"PSA","M",24,5,13,"H",
"PSA","M",24,5,14,"H",
"PSA","M",24,5,15,"H",
"PSA","M",24,5,16,"H",
"PSA","M",24,5,17,"H",
"PSA","M",24,5,18,"H",
"PSA","M",24,5,19,"H",
"PSA","M",24,5,20,"H",
"PSA","M",24,5,21,"H",
"PSA","M",24,5,22,"H",
"PSA","M",24,5,23,"H",
"PSA","M",24,5,24,"H",
"PSA","M",24,5,25,"H",
"PSA","M",24,5,26,"H",
"PSA","M",24,5,27,"H",
"PSA","M",24,5,28,"H",
"PSA","M",24,5,29,"H",
"PSA","M",24,5,30,"H",
"PSA","M",24,5,31,"H",
"PSA","M",24,5,32,"H",
"PSA","M",24,5,33,"H",
"PSA","M",24,5,34,"H",
"PSA","M",24,5,35,"H",
"PSA","M",24,5,36,"P","MG"
"PSA","M",24,5,37,"D",
"PSA","M",24,5,38,"D",
"PSA","M",24,5,39,"D",
"PSA","M",24,5,40,"D",
"PSA","M",24,5,41,"D",
"PSA","M",24,5,42,"D",
"PSA","M",24,5,43,"D",
"PSA","M",24,5,44,"D",
"PSA","M",24,5,45,"D",
"PSA","M",24,5,46,"D",
"PSA","M",24,5,47,"D",
"PSA","M",24,5,48,"D",
"PSA","M",24,5,49,"D",
"PSA","M",24,5,50,"D",
"PSA","M",24,6,1,"H",
"PSA","M",24,6,2,"H",
"PSA","M",24,6,3,"H",
"PSA","M",24,6,4,"H",
"PSA","M",24,6,5,"H",
"PSA","M",24,6,6,"H",
"PSA","M",24,6,7,"H",
"PSA","M",24,6,8,"H",
"PSA","M",24,6,9,"H",
"PSA","M",24,6,10,"H",
"PSA","M",24,6,11,"H",
"PSA","M",24,6,12,"H",
"PSA","M",24,6,13,"H",
"PSA","M",24,6,14,"H",
"PSA","M",24,6,15,"H",
"PSA","M",24,6,16,"H",
"PSA","M",24,6,17,"H",
"PSA","M",24,6,18,"H",
"PSA","M",24,6,19,"H",
"PSA","M",24,6,20,"H",
"PSA","M",24,6,21,"H",
"PSA","M",24,6,22,"H",
"PSA","M",24,6,23,"H",
"PSA","M",24,6,24,"H",
"PSA","M",24,6,25,"H",
"PSA","M",24,6,26,"H",
"PSA","M",24,6,27,"H",
"PSA","M",24,6,28,"H",
"PSA","M",24,6,29,"H",
"PSA","M",24,6,30,"H",
"PSA","M",24,6,31,"H",
"PSA","M",24,6,32,"H",
"PSA","M",24,6,33,"P","MG"
"PSA","M",24,6,34,"P","MG"
"PSA","M",24,6,35,"P","MG"
"PSA","M",24,6,36,"D",
"PSA","M",24,6,37,"D",
"PSA","M",24,6,38,"D",
"PSA","M",24,6,39,"D",
"PSA","M",24,6,40,"D",
"PSA","M",24,6,41,"D",
"PSA","M",24,6,42,"D",
"PSA","M",24,6,43,"D",
"PSA","M",24,6,44,"D",
"PSA","M",24,6,45,"D",
"PSA","M",24,6,46,"D",
"PSA","M",24,6,47,"D",
"PSA","M",24,6,48,"D",
"PSA","M",24,6,49,"D",
"PSA","M",24,6,50,"D",
"PSA","M",24,7,1,"H",
"PSA","M",24,7,2,"H",
"PSA","M",24,7,3,"H",
"PSA","M",24,7,4,"H",
"PSA","M",24,7,5,"H",
"PSA","M",24,7,6,"H",
"PSA","M",24,7,7,"H",
"PSA","M",24,7,8,"H",
"PSA","M",24,7,9,"H",
"PSA","M",24,7,10,"H",
"PSA","M",24,7,11,"H",
"PSA","M",24,7,12,"H",
"PSA","M",24,7,13,"H",
"PSA","M",24,7,14,"H",
"PSA","M",24,7,15,"H",
"PSA","M",24,7,16,"H",
"PSA","M",24,7,17,"H",
"PSA","M",24,7,18,"H",
"PSA","M",24,7,19,"H",
"PSA","M",24,7,20,"H",
"PSA","M",24,7,21,"H",
"PSA","M",24,7,22,"H",
"PSA","M",24,7,23,"H",
"PSA","M",24,7,24,"H",
"PSA","M",24,7,25,"H",
"PSA","M",24,7,26,"H",
"PSA","M",24,7,27,"H",
"PSA","M",24,7,28,"H",
"PSA","M",24,7,29,"H",
"PSA","M",24,7,30,"H",
"PSA","M",24,7,31,"H",
"PSA","M",24,7,32,"H",
"PSA","M",24,7,33,"H",
"PSA","M",24,7,34,"H",
"PSA","M",24,7,35,"H",
"PSA","M",24,7,36,"H",
"PSA","M",24,7,37,"H",
"PSA","M",24,7,38,"D",
"PSA","M",24,7,39,"D",
"PSA","M",24,7,40,"D",
"PSA","M",24,7,41,"D",
"PSA","M",24,7,42,"D",
"PSA","M",24,7,43,"D",
"PSA","M",24,7,44,"D",
"PSA","M",24,7,45,"D",
"PSA","M",24,7,46,"D",
"PSA","M",24,7,47,"D",
"PSA","M",24,7,48,"D",
"PSA","M",24,7,49,"D",
"PSA","M",24,7,50,"D",
"PSA","M",24,8,1,"H",
"PSA","M",24,8,2,"H",
"PSA","M",24,8,3,"H",
"PSA","M",24,8,4,"H",
"PSA","M",24,8,5,"H",
"PSA","M",24,8,6,"H",
"PSA","M",24,8,7,"H",
"PSA","M",24,8,8,"H",
"PSA","M",24,8,9,"H",
"PSA","M",24,8,10,"H",
"PSA","M",24,8,11,"H",
"PSA","M",24,8,12,"H",
"PSA","M",24,8,13,"H",
"PSA","M",24,8,14,"H",
"PSA","M",24,8,15,"H",
"PSA","M",24,8,16,"H",
"PSA","M",24,8,17,"H",
"PSA","M",24,8,18,"H",
"PSA","M",24,8,19,"H",
"PSA","M",24,8,20,"H",
"PSA","M",24,8,21,"H",
"PSA","M",24,8,22,"H",
"PSA","M",24,8,23,"H",
"PSA","M",24,8,24,"H",
"PSA","M",24,8,25,"H",
"PSA","M",24,8,26,"H",
"PSA","M",24,8,27,"H",
"PSA","M",24,8,28,"H",
"PSA","M",24,8,29,"H",
"PSA","M",24,8,30,"H",
"PSA","M",24,8,31,"H",
"PSA","M",24,8,32,"H",
"PSA","M",24,8,33,"H",
"PSA","M",24,8,34,"H",
"PSA","M",24,8,35,"H",
"PSA","M",24,8,36,"H",
"PSA","M",24,8,37,"H",
"PSA","M",24,8,38,"H",
"PSA","M",24,8,39,"H",
"PSA","M",24,8,40,"D",
"PSA","M",24,8,41,"D",
"PSA","M",24,8,42,"D",
"PSA","M",24,8,43,"D",
"PSA","M",24,8,44,"D",
"PSA","M",24,8,45,"D",
"PSA","M",24,8,46,"D",
"PSA","M",24,8,47,"D",
"PSA","M",24,8,48,"D",
"PSA","M",24,8,49,"D",
"PSA","M",24,8,50,"D",
"PSA","M",24,9,1,"H",
"PSA","M",24,9,2,"H",
"PSA","M",24,9,3,"H",
"PSA","M",24,9,4,"H",
"PSA","M",24,9,5,"H",
"PSA","M",24,9,6,"H",
"PSA","M",24,9,7,"H",
"PSA","M",24,9,8,"H",
"PSA","M",24,9,9,"H",
"PSA","M",24,9,10,"H",
"PSA","M",24,9,11,"H",
"PSA","M",24,9,12,"H",
"PSA","M",24,9,13,"H",
"PSA","M",24,9,14,"H",
"PSA","M",24,9,15,"H",
"PSA","M",24,9,16,"H",
"PSA","M",24,9,17,"H",
"PSA","M",24,9,18,"H",
"PSA","M",24,9,19,"H",
"PSA","M",24,9,20,"H",
"PSA","M",24,9,21,"H",
"PSA","M",24,9,22,"H",
"PSA","M",24,9,23,"H",
"PSA","M",24,9,24,"H",
"PSA","M",24,9,25,"H",
"PSA","M",24,9,26,"H",
"PSA","M",24,9,27,"H",
"PSA","M",24,9,28,"H",
"PSA","M",24,9,29,"H",
"PSA","M",24,9,30,"H",
"PSA","M",24,9,31,"H",
"PSA","M",24,9,32,"H",
"PSA","M",24,9,33,"H",
"PSA","M",24,9,34,"H",
"PSA","M",24,9,35,"H",
"PSA","M",24,9,36,"H",
"PSA","M",24,9,37,"H",
"PSA","M",24,9,38,"H",
"PSA","M",24,9,39,"H",
"PSA","M",24,9,40,"H",
"PSA","M",24,9,41,"H",
"PSA","M",24,9,42,"H",
"PSA","M",24,9,43,"P","MG"
"PSA","M",24,9,44,"P","MG"
"PSA","M",24,9,45,"P","MG"
"PSA","M",24,9,46,"P","MG"
"PSA","M",24,9,47,"P","MG"
"PSA","M",24,9,48,"D",
"PSA","M",24,9,49,"D",
"PSA","M",24,9,50,"D",
"PSA","M",24,10,1,"H",
"PSA","M",24,10,2,"H",
"PSA","M",24,10,3,"H",
"PSA","M",24,10,4,"H",
"PSA","M",24,10,5,"H",
"PSA","M",24,10,6,"H",
"PSA","M",24,10,7,"H",
"PSA","M",24,10,8,"H",
"PSA","M",24,10,9,"H",
"PSA","M",24,10,10,"H",
"PSA","M",24,10,11,"H",
"PSA","M",24,10,12,"H",
"PSA","M",24,10,13,"H",
"PSA","M",24,10,14,"H",
"PSA","M",24,10,15,"H",
"PSA","M",24,10,16,"H",
"PSA","M",24,10,17,"H",
"PSA","M",24,10,18,"H",
"PSA","M",24,10,19,"H",
"PSA","M",24,10,20,"H",
"PSA","M",24,10,21,"H",
"PSA","M",24,10,22,"H",
"PSA","M",24,10,23,"H",
"PSA","M",24,10,24,"H",
"PSA","M",24,10,25,"H",
"PSA","M",24,10,26,"H",
"PSA","M",24,10,27,"H",
"PSA","M",24,10,28,"H",
"PSA","M",24,10,29,"H",
"PSA","M",24,10,30,"H",
"PSA","M",24,10,31,"P","MG"
"PSA","M",24,10,32,"P","MG"
"PSA","M",24,10,33,"D",
"PSA","M",24,10,34,"D",
"PSA","M",24,10,35,"D",
"PSA","M",24,10,36,"D",
"PSA","M",24,10,37,"D",
"PSA","M",24,10,38,"D",
"PSA","M",24,10,39,"D",
"PSA","M",24,10,40,"D",
"PSA","M",24,10,41,"D",
"PSA","M",24,10,42,"D",
"PSA","M",24,10,43,"D",
"PSA","M",24,10,44,"D",
"PSA","M",24,10,45,"D",
"PSA","M",24,10,46,"D",
"PSA","M",24,10,47,"D",
"PSA","M",24,10,48,"D",
"PSA","M",24,10,49,"D",
"PSA","M",24,10,50,"D",
"PSA","M",28,1,1,"H",
"PSA","M",28,1,2,"H",
"PSA","M",28,1,3,"H",
"PSA","M",28,1,4,"H",
"PSA","M",28,1,5,"H",
"PSA","M",28,1,6,"H",
"PSA","M",28,1,7,"H",
"PSA","M",28,1,8,"H",
"PSA","M",28,1,9,"H",
"PSA","M",28,1,10,"H",
"PSA","M",28,1,11,"H",
"PSA","M",28,1,12,"H",
"PSA","M",28,1,13,"H",
"PSA","M",28,1,14,"H",
"PSA","M",28,1,15,"H",
"PSA","M",28,1,16,"H",
"PSA","M",28,1,17,"H",
"PSA","M",28,1,18,"H",
"PSA","M",28,1,19,"D",
"PSA","M",28,1,20,"D",
"PSA","M",28,1,21,"D",
"PSA","M",28,1,22,"D",
"PSA","M",28,1,23,"D",
"PSA","M",28,1,24,"D",
"PSA","M",28,1,25,"D",
"PSA","M",28,1,26,"D",
"PSA","M",28,1,27,"D",
"PSA","M",28,1,28,"D",
"PSA","M",28,1,29,"D",
"PSA","M",28,1,30,"D",
"PSA","M",28,1,31,"D",
"PSA","M",28,1,32,"D",
"PSA","M",28,1,33,"D",
"PSA","M",28,1,34,"D",
"PSA","M",28,1,35,"D",
"PSA","M",28,1,36,"D",
"PSA","M",28,1,37,"D",
"PSA","M",28,1,38,"D",
"PSA","M",28,1,39,"D",
"PSA","M",28,1,40,"D",
"PSA","M",28,1,41,"D",
"PSA","M",28,1,42,"D",
"PSA","M",28,1,43,"D",
"PSA","M",28,1,44,"D",
"PSA","M",28,1,45,"D",
"PSA","M",28,1,46,"D",
"PSA","M",28,1,47,"D",
"PSA","M",28,1,48,"D",
"PSA","M",28,1,49,"D",
"PSA","M",28,1,50,"D",
"PSA","M",28,2,1,"H",
"PSA","M",28,2,2,"H",
"PSA","M",28,2,3,"H",
"PSA","M",28,2,4,"H",
"PSA","M",28,2,5,"H",
"PSA","M",28,2,6,"H",
"PSA","M",28,2,7,"H",
"PSA","M",28,2,8,"H",
"PSA","M",28,2,9,"H",
"PSA","M",28,2,10,"H",
"PSA","M",28,2,11,"H",
"PSA","M",28,2,12,"H",
"PSA","M",28,2,13,"H",
"PSA","M",28,2,14,"H",
"PSA","M",28,2,15,"H",
"PSA","M",28,2,16,"H",
"PSA","M",28,2,17,"H",
"PSA","M",28,2,18,"H",
"PSA","M",28,2,19,"H",
"PSA","M",28,2,20,"H",
"PSA","M",28,2,21,"H",
"PSA","M",28,2,22,"H",
"PSA","M",28,2,23,"H",
"PSA","M",28,2,24,"H",
"PSA","M",28,2,25,"H",
"PSA","M",28,2,26,"H",
"PSA","M",28,2,27,"H",
"PSA","M",28,2,28,"H",
"PSA","M",28,2,29,"H",
"PSA","M",28,2,30,"H",
"PSA","M",28,2,31,"H",
"PSA","M",28,2,32,"H",
"PSA","M",28,2,33,"H",
"PSA","M",28,2,34,"D",
"PSA","M",28,2,35,"D",
"PSA","M",28,2,36,"D",
"PSA","M",28,2,37,"D",
"PSA","M",28,2,38,"D",
"PSA","M",28,2,39,"D",
"PSA","M",28,2,40,"D",
"PSA","M",28,2,41,"D",
"PSA","M",28,2,42,"D",
"PSA","M",28,2,43,"D",
"PSA","M",28,2,44,"D",
"PSA","M",28,2,45,"D",
"PSA","M",28,2,46,"D",
"PSA","M",28,2,47,"D",
"PSA","M",28,2,48,"D",
"PSA","M",28,2,49,"D",
"PSA","M",28,2,50,"D",
"PSA","M",28,3,1,"H",
"PSA","M",28,3,2,"D",
"PSA","M",28,3,3,"D",
"PSA","M",28,3,4,"D",
"PSA","M",28,3,5,"D",
"PSA","M",28,3,6,"D",
"PSA","M",28,3,7,"D",
"PSA","M",28,3,8,"D",
"PSA","M",28,3,9,"D",
"PSA","M",28,3,10,"D",
"PSA","M",28,3,11,"D",
"PSA","M",28,3,12,"D",
"PSA","M",28,3,13,"D",
"PSA","M",28,3,14,"D",
"PSA","M",28,3,15,"D",
"PSA","M",28,3,16,"D",
"PSA","M",28,3,17,"D",
"PSA","M",28,3,18,"D",
"PSA","M",28,3,19,"D",
"PSA","M",28,3,20,"D",
"PSA","M",28,3,21,"D",
"PSA","M",28,3,22,"D",
"PSA","M",28,3,23,"D",
"PSA","M",28,3,24,"D",
"PSA","M",28,3,25,"D",
"PSA","M",28,3,26,"D",
"PSA","M",28,3,27,"D",
"PSA","M",28,3,28,"D",
"PSA","M",28,3,29,"D",
"PSA","M",28,3,30,"D",
"PSA","M",28,3,31,"D",
"PSA","M",28,3,32,"D",
"PSA","M",28,3,33,"D",
"PSA","M",28,3,34,"D",
"PSA","M",28,3,35,"D",
"PSA","M",28,3,36,"D",
"PSA","M",28,3,37,"D",
"PSA","M",28,3,38,"D",
"PSA","M",28,3,39,"D",
